__time,/joint_accelerations/data[0],/joint_accelerations/data[1],/joint_accelerations/layout/data_offset,/joint_states/header/stamp,/joint_states/joint_1/position,/joint_states/joint_1/velocity,/joint_states/joint_2/position,/joint_states/joint_2/velocity
1778092890.585571,2.991618413,1.077998045,0.000000000,,,,,
1778092890.585604,,,,1778092890.585486889,-2.045293904,0.596339932,-0.143434853,0.081651228
1778092890.586625,2.986292526,1.077756573,0.000000000,,,,,
1778092890.586694,,,,1778092890.586526394,-2.044687800,0.599359826,-0.143351181,0.082741112
1778092890.587639,2.980355753,1.077474433,0.000000000,,,,,
1778092890.587679,,,,1778092890.587545633,-2.044070707,0.602412813,-0.143265293,0.083844844
1778092890.588582,2.974325793,1.077172571,0.000000000,,,,,
1778092890.588629,,,,1778092890.588482141,-2.043497542,0.605229559,-0.143184924,0.084864948
1778092890.589676,2.968738020,1.076877997,0.000000000,,,,,
1778092890.589704,,,,1778092890.589577198,-2.042850460,0.608387115,-0.143093443,0.086010318
1778092890.590663,2.962444184,1.076531995,0.000000000,,,,,
1778092890.590711,,,,1778092890.590551138,-2.042262068,0.611238829,-0.143009650,0.087046611
1778092890.591658,2.956734567,1.076202312,0.000000000,,,,,
1778092890.591694,,,,1778092890.591550350,-2.041641073,0.614228138,-0.142920545,0.088134670
1778092890.592577,2.950722047,1.075840969,0.000000000,,,,,
1778092890.592593,,,,1778092890.592468023,-2.041045262,0.617077172,-0.142834444,0.089173435
1778092890.593638,2.944966243,1.075480295,0.000000000,,,,,
1778092890.593658,,,,1778092890.593478441,-2.040435406,0.619974076,-0.142745686,0.090231364
1778092890.594648,2.939087576,1.075097910,0.000000000,,,,,
1778092890.594675,,,,1778092890.594491720,-2.039795807,0.622991511,-0.142651916,0.091335121
1778092890.595873,2.932935904,1.074682987,0.000000000,,,,,
1778092890.595935,,,,1778092890.595685244,-2.039111742,0.626195491,-0.142550857,0.092509119
1778092890.596559,2.926371808,1.074223917,0.000000000,,,,,
1778092890.596579,,,,1778092890.596446514,-2.038568711,0.628723013,-0.142470156,0.093436932
1778092890.597598,2.921172325,1.073845198,0.000000000,,,,,
1778092890.597613,,,,1778092890.597523212,-2.037876273,0.631923923,-0.142366482,0.094613611
1778092890.598543,2.914556071,1.073350528,0.000000000,,,,,
1778092890.598583,,,,1778092890.598447800,-2.037289383,0.634619275,-0.142278066,0.095606235
1778092890.599536,2.908960638,1.072916279,0.000000000,,,,,
1778092890.599555,,,,1778092890.599423170,-2.036677040,0.637413821,-0.142185230,0.096636951
1778092890.600607,2.903134195,1.072451069,0.000000000,,,,,
1778092890.600633,,,,1778092890.600527763,-2.035963396,0.640647744,-0.142076251,0.097831599
1778092890.601571,2.896358554,1.071894947,0.000000000,,,,,
1778092890.601586,,,,1778092890.601500273,-2.035333099,0.643484744,-0.141979396,0.098881527
1778092890.602583,2.890387486,1.071387958,0.000000000,,,,,
1778092890.602612,,,,1778092890.602442026,-2.034734969,0.646160283,-0.141886947,0.099873276
1778092890.603680,2.884732397,1.070894079,0.000000000,,,,,
1778092890.603758,,,,1778092890.603511810,-2.034067117,0.649128223,-0.141783059,0.100975059
1778092890.604608,2.878430704,1.070330036,0.000000000,,,,,
1778092890.604656,,,,1778092890.604478836,-2.033442746,0.651885164,-0.141685364,0.102000214
1778092890.605641,2.872551305,1.069788811,0.000000000,,,,,
1778092890.605673,,,,1778092890.605539083,-2.032759571,0.654881821,-0.141577793,0.103116222
1778092890.606649,2.866131116,1.069183305,0.000000000,,,,,
1778092890.606706,,,,1778092890.606511354,-2.032132656,0.657614152,-0.141478518,0.104135492
1778092890.607726,2.860251550,1.068613610,0.000000000,,,,,
1778092890.607764,,,,1778092890.607571602,-2.031468172,0.660491691,-0.141372672,0.105210565
1778092890.608562,2.854031753,1.067996890,0.000000000,,,,,
1778092890.608581,,,,1778092890.608410358,-2.030830988,0.663233628,-0.141270608,0.106236615
1778092890.609660,2.848079136,1.067392099,0.000000000,,,,,
1778092890.609754,,,,1778092890.609452486,-2.030160971,0.666098460,-0.141162666,0.107310286
1778092890.610634,2.841831828,1.066743158,0.000000000,,,,,
1778092890.610676,,,,1778092890.610472441,-2.029466063,0.669050125,-0.141050058,0.108418257
1778092890.611552,2.835365287,1.066056005,0.000000000,,,,,
1778092890.611604,,,,1778092890.611395836,-2.028816322,0.671792420,-0.140944201,0.109449320
1778092890.612757,2.829330848,1.065399559,0.000000000,,,,,
1778092890.612790,,,,1778092890.612555027,-2.028100305,0.674794595,-0.140826866,0.110579805
1778092890.613637,2.822693676,1.064662615,0.000000000,,,,,
1778092890.613688,,,,1778092890.613482714,-2.027451683,0.677496982,-0.140720024,0.111599090
1778092890.614511,2.816692891,1.063980870,0.000000000,,,,,
1778092890.614534,,,,1778092890.614427805,-2.026782843,0.680266366,-0.140609270,0.112645201
1778092890.615637,2.810516343,1.063265248,0.000000000,,,,,
1778092890.615656,,,,1778092890.615457058,-2.026087439,0.683127387,-0.140493499,0.113727573
1778092890.616495,2.804106487,1.062507822,0.000000000,,,,,
1778092890.616514,,,,1778092890.616373062,-2.025429723,0.685816601,-0.140383454,0.114746546
1778092890.617427,2.798055205,1.061778083,0.000000000,,,,,
1778092890.617442,,,,1778092890.617348909,-2.024752379,0.688569040,-0.140269551,0.115791014
1778092890.618428,2.791834482,1.061013971,0.000000000,,,,,
1778092890.618442,,,,1778092890.618346214,-2.024065487,0.691342903,-0.140153458,0.116845199
1778092890.619445,2.785537457,1.060225999,0.000000000,,,,,
1778092890.619476,,,,1778092890.619332075,-2.023377984,0.694101956,-0.140036683,0.117895344
1778092890.620439,2.779246202,1.059424128,0.000000000,,,,,
1778092890.620454,,,,1778092890.620347500,-2.022675739,0.696902510,-0.139916808,0.118962891
1778092890.621441,2.772831585,1.058591763,0.000000000,,,,,
1778092890.621527,,,,1778092890.621327400,-2.022001797,0.699573748,-0.139801222,0.119982697
1778092890.622506,2.766686408,1.057779856,0.000000000,,,,,
1778092890.622549,,,,1778092890.622386932,-2.021286229,0.702392332,-0.139677891,0.121060318
1778092890.623436,2.760173089,1.056904894,0.000000000,,,,,
1778092890.623456,,,,1778092890.623322487,-2.020601913,0.705071254,-0.139559398,0.122086111
1778092890.624407,2.753955206,1.056054859,0.000000000,,,,,
1778092890.624424,,,,1778092890.624323130,-2.019877013,0.707891378,-0.139433271,0.123167540
1778092890.625449,2.747379990,1.055141370,0.000000000,,,,,
1778092890.625485,,,,1778092890.625301123,-2.019176127,0.710601196,-0.139310761,0.124208255
1778092890.626719,2.741033730,1.054244660,0.000000000,,,,,
1778092890.626762,,,,1778092890.626427174,-2.018393210,0.713608450,-0.139173220,0.125364892
1778092890.627460,2.733957285,1.053228979,0.000000000,,,,,
1778092890.627487,,,,1778092890.627302408,-2.017750570,0.716062078,-0.139059862,0.126310128
1778092890.628519,2.728158858,1.052381860,0.000000000,,,,,
1778092890.628567,,,,1778092890.628406525,-2.017005174,0.718890824,-0.138927763,0.127401311
1778092890.629601,2.721444142,1.051387377,0.000000000,,,,,
1778092890.629633,,,,1778092890.629348755,-2.016304869,0.721532204,-0.138803119,0.128421766
1778092890.630434,2.715146364,1.050439688,0.000000000,,,,,
1778092890.630462,,,,1778092890.630285025,-2.015614957,0.724119089,-0.138679811,0.129422584
1778092890.631466,2.708952038,1.049493917,0.000000000,,,,,
1778092890.631510,,,,1778092890.631341934,-2.014871608,0.726889383,-0.138546360,0.130495843
1778092890.632437,2.702288792,1.048462285,0.000000000,,,,,
1778092890.632478,,,,1778092890.632343292,-2.014112221,0.729701603,-0.138409420,0.131586958
1778092890.633358,2.695493338,1.047394521,0.000000000,,,,,
1778092890.633378,,,,1778092890.633259535,-2.013439362,0.732178713,-0.138287609,0.132549494
1778092890.634367,2.689481966,1.046435779,0.000000000,,,,,
1778092890.634403,,,,1778092890.634284496,-2.012685866,0.734936115,-0.138150612,0.133622357
1778092890.635378,2.682760671,1.045350073,0.000000000,,,,,
1778092890.635404,,,,1778092890.635254622,-2.011973582,0.737527053,-0.138020588,0.134631928
1778092890.636523,2.676417262,1.044310822,0.000000000,,,,,
1778092890.636557,,,,1778092890.636400461,-2.011201473,0.740318401,-0.137879039,0.135721083
1778092890.637328,2.669552019,1.043171355,0.000000000,,,,,
1778092890.637419,,,,1778092890.637277842,-2.010491731,0.742868910,-0.137748418,0.136717737
1778092890.638351,2.663251431,1.042110957,0.000000000,,,,,
1778092890.638374,,,,1778092890.638248682,-2.009752800,0.745508661,-0.137611883,0.137750652
1778092890.639675,2.656701758,1.040994800,0.000000000,,,,,
1778092890.639707,,,,1778092890.639502048,-2.008931424,0.748424322,-0.137459451,0.138893117
1778092890.640391,2.649433074,1.039740226,0.000000000,,,,,
1778092890.640412,,,,1778092890.640282869,-2.008247145,0.750838891,-0.137332007,0.139840687
1778092890.641492,2.643387269,1.038682076,0.000000000,,,,,
1778092890.641532,,,,1778092890.641356707,-2.007413008,0.753764140,-0.137175983,0.140990123
1778092890.642379,2.636028642,1.037379454,0.000000000,,,,,
1778092890.642401,,,,1778092890.642252445,-2.006735441,0.756126290,-0.137048809,0.141919721
1778092890.643391,2.630060650,1.036308559,0.000000000,,,,,
1778092890.643430,,,,1778092890.643270493,-2.005970608,0.758777341,-0.136904704,0.142964300
1778092890.644302,2.623333631,1.035088317,0.000000000,,,,,
1778092890.644337,,,,1778092890.644196033,-2.005250843,0.761257690,-0.136768606,0.143942971
1778092890.645326,2.617012409,1.033927857,0.000000000,,,,,
1778092890.645351,,,,1778092890.645241499,-2.004477425,0.763907284,-0.136621811,0.144989771
1778092890.646487,2.610229885,1.032668796,0.000000000,,,,,
1778092890.646538,,,,1778092890.646306276,-2.003675203,0.766638668,-0.136468961,0.146070371
1778092890.647402,2.603205503,1.031349453,0.000000000,,,,,
1778092890.647424,,,,1778092890.647297859,-2.002908996,0.769231638,-0.136322442,0.147097665
1778092890.648403,2.596506662,1.030076195,0.000000000,,,,,
1778092890.648421,,,,1778092890.648286819,-2.002111925,0.771912767,-0.136169452,0.148161313
1778092890.649412,2.589548317,1.028738716,0.000000000,,,,,
1778092890.649428,,,,1778092890.649293423,-2.001335650,0.774508225,-0.136019919,0.149192399
1778092890.650319,2.582781586,1.027423155,0.000000000,,,,,
1778092890.650358,,,,1778092890.650181532,-2.000645476,0.776802975,-0.135886553,0.150105244
1778092890.651362,2.576773738,1.026242421,0.000000000,,,,,
1778092890.651381,,,,1778092890.651259422,-1.999791790,0.779624532,-0.135720958,0.151228975
1778092890.652330,2.569352879,1.024769737,0.000000000,,,,,
1778092890.652346,,,,1778092890.652257442,-1.999013368,0.782181536,-0.135569441,0.152248820
1778092890.653317,2.562596465,1.023413373,0.000000000,,,,,
1778092890.653332,,,,1778092890.653244972,-1.998234398,0.784725339,-0.135417301,0.153264728
1778092890.654264,2.555844815,1.022043808,0.000000000,,,,,
1778092890.654281,,,,1778092890.654194355,-1.997504077,0.787096820,-0.135274212,0.154213047
1778092890.655222,2.549523446,1.020748444,0.000000000,,,,,
1778092890.655312,,,,1778092890.655181885,-1.996721362,0.789624038,-0.135120345,0.155224865
1778092890.656417,2.542757575,1.019348762,0.000000000,,,,,
1778092890.656445,,,,1778092890.656231880,-1.995927887,0.792170981,-0.134963842,0.156245892
1778092890.657263,2.535908169,1.017917620,0.000000000,,,,,
1778092890.657281,,,,1778092890.657199383,-1.995155160,0.794636969,-0.134810941,0.157235743
1778092890.658332,2.529246962,1.016511991,0.000000000,,,,,
1778092890.658350,,,,1778092890.658242702,-1.994288159,0.797387024,-0.134638777,0.158340999
1778092890.659265,2.521783476,1.014921788,0.000000000,,,,,
1778092890.659284,,,,1778092890.659176588,-1.993542234,0.799739119,-0.134490207,0.159287628
1778092890.660259,2.515371218,1.013541480,0.000000000,,,,,
1778092890.660305,,,,1778092890.660149574,-1.992774604,0.802146254,-0.134336846,0.160257557
1778092890.661259,2.508780764,1.012110143,0.000000000,,,,,
1778092890.661300,,,,1778092890.661172152,-1.991952807,0.804708309,-0.134172130,0.161291159
1778092890.662489,2.501734546,1.010565867,0.000000000,,,,,
1778092890.662514,,,,1778092890.662356615,-1.991036121,0.807548148,-0.133987738,0.162438301
1778092890.663239,2.493885862,1.008829034,0.000000000,,,,,
1778092890.663257,,,,1778092890.663141727,-1.990339987,0.809692269,-0.133847336,0.163305642
1778092890.664277,2.487933656,1.007498755,0.000000000,,,,,
1778092890.664293,,,,1778092890.664204597,-1.989474107,0.812344165,-0.133672123,0.164379538
1778092890.665335,2.480539174,1.005832692,0.000000000,,,,,
1778092890.665359,,,,1778092890.665189743,-1.988666548,0.814802652,-0.133508217,0.165376429
1778092890.666163,2.473652063,1.004266350,0.000000000,,,,,
1778092890.666180,,,,1778092890.666117907,-1.987915333,0.817076910,-0.133355322,0.166299745
1778092890.667120,2.467253457,1.002798581,0.000000000,,,,,
1778092890.667137,,,,1778092890.667078018,-1.987130250,0.819440717,-0.133195075,0.167260498
1778092890.668106,2.460574398,1.001254099,0.000000000,,,,,
1778092890.668121,,,,1778092890.668074608,-1.986311742,0.821891163,-0.133027509,0.168257631
1778092890.669289,2.453619625,0.999632473,0.000000000,,,,,
1778092890.669302,,,,1778092890.669171333,-1.985397458,0.824611602,-0.132839726,0.169365968
1778092890.670376,2.445861296,0.997807735,0.000000000,,,,,
1778092890.670429,,,,1778092890.670230150,-1.984573927,0.827047063,-0.132670091,0.170359533
1778092890.671190,2.438882443,0.996151413,0.000000000,,,,,
1778092890.671231,,,,1778092890.671110630,-1.983830978,0.829232175,-0.132516658,0.171252033
1778092890.672220,2.432593993,0.994646956,0.000000000,,,,,
1778092890.672246,,,,1778092890.672110558,-1.983007854,0.831639859,-0.132346185,0.172236495
1778092890.673269,2.425634994,0.992969536,0.000000000,,,,,
1778092890.673290,,,,1778092890.673176289,-1.982089490,0.834309870,-0.132155393,0.173329503
1778092890.674238,2.417880692,0.991084973,0.000000000,,,,,
1778092890.674257,,,,1778092890.674149990,-1.981259004,0.836709766,-0.131982376,0.174313217
1778092890.675231,2.410877487,0.989368387,0.000000000,,,,,
1778092890.675246,,,,1778092890.675143480,-1.980424149,0.839108423,-0.131807967,0.175297570
1778092890.676177,2.403845949,0.987631354,0.000000000,,,,,
1778092890.676195,,,,1778092890.676084757,-1.979642289,0.841342319,-0.131644210,0.176215377
1778092890.677157,2.397268465,0.985994148,0.000000000,,,,,
1778092890.677172,,,,1778092890.677074194,-1.978804532,0.843722637,-0.131468269,0.177194399
1778092890.678270,2.390228816,0.984229103,0.000000000,,,,,
1778092890.678321,,,,1778092890.678132534,-1.977899773,0.846278040,-0.131277705,0.178246642
1778092890.679276,2.382635414,0.982310470,0.000000000,,,,,
1778092890.679395,,,,1778092890.679159164,-1.977052700,0.848656229,-0.131098812,0.179227120
1778092890.680250,2.375534922,0.980502268,0.000000000,,,,,
1778092890.680266,,,,1778092890.680151701,-1.976203537,0.851026562,-0.130919001,0.180205475
1778092890.681197,2.368425257,0.978678316,0.000000000,,,,,
1778092890.681213,,,,1778092890.681115627,-1.975363778,0.853357246,-0.130740719,0.181168558
1778092890.682193,2.361402472,0.976863528,0.000000000,,,,,
1778092890.682208,,,,1778092890.682116032,-1.974510658,0.855711498,-0.130559128,0.182142463
1778092890.683242,2.354276129,0.975008782,0.000000000,,,,,
1778092890.683283,,,,1778092890.683060884,-1.973694350,0.857951503,-0.130384944,0.183070147
1778092890.684207,2.347464975,0.973223623,0.000000000,,,,,
1778092890.684259,,,,1778092890.684071064,-1.972850480,0.860254258,-0.130204424,0.184024835
1778092890.685353,2.340431610,0.971367662,0.000000000,,,,,
1778092890.685369,,,,1778092890.685127258,-1.971926290,0.862761328,-0.130006182,0.185065364
1778092890.686167,2.332737705,0.969322953,0.000000000,,,,,
1778092890.686206,,,,1778092890.686027527,-1.971142761,0.864874660,-0.129837728,0.185943517
1778092890.687099,2.326222209,0.967579371,0.000000000,,,,,
1778092890.687115,,,,1778092890.687000275,-1.970287726,0.867168334,-0.129653445,0.186897558
1778092890.688061,2.319119574,0.965666479,0.000000000,,,,,
1778092890.688107,,,,1778092890.687977791,-1.969449398,0.869404559,-0.129472330,0.187828708
1778092890.689285,2.312163298,0.963780632,0.000000000,,,,,
1778092890.689309,,,,1778092890.689132929,-1.968501992,0.871916905,-0.129267102,0.188875930
1778092890.690109,2.304310734,0.961637334,0.000000000,,,,,
1778092890.690126,,,,1778092890.689991951,-1.967708468,0.874009018,-0.129094826,0.189749013
1778092890.691183,2.297740951,0.959832215,0.000000000,,,,,
1778092890.691227,,,,1778092890.691072464,-1.966751903,0.876516601,-0.128886605,0.190796502
1778092890.692078,2.289829802,0.957644494,0.000000000,,,,,
1778092890.692099,,,,1778092890.691971779,-1.965959073,0.878582936,-0.128713651,0.191660678
1778092890.693164,2.283280010,0.955821491,0.000000000,,,,,
1778092890.693179,,,,1778092890.693031311,-1.965042130,0.880959477,-0.128513127,0.192655540
1778092890.694119,2.275712713,0.953702296,0.000000000,,,,,
1778092890.694138,,,,1778092890.693973303,-1.964204703,0.883117451,-0.128329581,0.193559901
1778092890.695276,2.268809049,0.951756794,0.000000000,,,,,
1778092890.695307,,,,1778092890.695131302,-1.963226103,0.885624446,-0.128114538,0.194611576
1778092890.696150,2.260750248,0.949471254,0.000000000,,,,,
1778092890.696169,,,,1778092890.695995331,-1.962390331,0.887752821,-0.127930481,0.195505452
1778092890.697119,2.253875186,0.947509131,0.000000000,,,,,
1778092890.697156,,,,1778092890.697039604,-1.961461666,0.890104338,-0.127725474,0.196494009
1778092890.698233,2.246243845,0.945317995,0.000000000,,,,,
1778092890.698274,,,,1778092890.698035479,-1.960572414,0.892342801,-0.127528722,0.197436052
1778092890.699004,2.238944177,0.943209229,0.000000000,,,,,
1778092890.699020,,,,1778092890.698916912,-1.959785359,0.894313222,-0.127354234,0.198266139
1778092890.700124,2.232489751,0.941334273,0.000000000,,,,,
1778092890.700168,,,,1778092890.700015306,-1.958826388,0.896700742,-0.127141124,0.199272843
1778092890.701019,2.224633237,0.939038828,0.000000000,,,,,
1778092890.701039,,,,1778092890.700961113,-1.957977176,0.898802634,-0.126952007,0.200160071
1778092890.702118,2.217683162,0.936996386,0.000000000,,,,,
1778092890.702141,,,,1778092890.701956749,-1.957062630,0.901053524,-0.126747885,0.201111098
1778092890.703323,2.210205773,0.934786537,0.000000000,,,,,
1778092890.703346,,,,1778092890.703037024,-1.956141953,0.903306235,-0.126541935,0.202063861
1778092890.704125,2.202685955,0.932551281,0.000000000,,,,,
1778092890.704172,,,,1778092890.703973293,-1.955275894,0.905413179,-0.126347801,0.202955878
1778092890.705261,2.195619275,0.930439111,0.000000000,,,,,
1778092890.705306,,,,1778092890.705065012,-1.954320611,0.907723835,-0.126133181,0.203935067
1778092890.706156,2.187832274,0.928098523,0.000000000,,,,,
1778092890.706176,,,,1778092890.706005096,-1.953388440,0.909965057,-0.125923295,0.204885814
1778092890.707077,2.180241472,0.925803917,0.000000000,,,,,
1778092890.707103,,,,1778092890.706988096,-1.952479018,0.912138806,-0.125718099,0.205808861
1778092890.707936,2.172843262,0.923555287,0.000000000,,,,,
1778092890.707951,,,,1778092890.707866907,-1.951679277,0.914039939,-0.125537319,0.206616927
1778092890.709007,2.166343305,0.921569913,0.000000000,,,,,
1778092890.709047,,,,1778092890.708900690,-1.950751505,0.916233564,-0.125327155,0.207550103
1778092890.710085,2.158809571,0.919257006,0.000000000,,,,,
1778092890.710105,,,,1778092890.709928513,-1.949827389,0.918405794,-0.125117384,0.208475075
1778092890.711052,2.151312806,0.916943248,0.000000000,,,,,
1778092890.711070,,,,1778092890.710937262,-1.948893488,0.920588220,-0.124904950,0.209405279
1778092890.712214,2.143743951,0.914594960,0.000000000,,,,,
1778092890.712269,,,,1778092890.711973429,-1.947971973,0.922729142,-0.124694909,0.210318670
1778092890.713213,2.136282618,0.912268094,0.000000000,,,,,
1778092890.713234,,,,1778092890.713000298,-1.946985708,0.925006898,-0.124469625,0.211291352
1778092890.714046,2.128304742,0.909766937,0.000000000,,,,,
1778092890.714065,,,,1778092890.713954687,-1.946068566,0.927112315,-0.124259715,0.212191335
1778092890.715110,2.120893160,0.907431512,0.000000000,,,,,
1778092890.715149,,,,1778092890.714912891,-1.945199042,0.929097219,-0.124060335,0.213040583
1778092890.716038,2.113872688,0.905208892,0.000000000,,,,,
1778092890.716081,,,,1778092890.715857267,-1.944309301,0.931117155,-0.123855935,0.213905567
1778092890.717037,2.106695253,0.902925990,0.000000000,,,,,
1778092890.717055,,,,1778092890.716936111,-1.943285102,0.933428714,-0.123620141,0.214896297
1778092890.717908,2.098440852,0.900287043,0.000000000,,,,,
1778092890.717925,,,,1778092890.717862606,-1.942429275,0.935348749,-0.123422761,0.215720043
1778092890.718950,2.091549811,0.898073810,0.000000000,,,,,
1778092890.718966,,,,1778092890.718850851,-1.941502484,0.937416592,-0.123208608,0.216607937
1778092890.719915,2.084093766,0.895668091,0.000000000,,,,,
1778092890.719932,,,,1778092890.719846249,-1.940567713,0.939490217,-0.122992202,0.217499106
1778092890.721166,2.076580216,0.893232525,0.000000000,,,,,
1778092890.721225,,,,1778092890.720949888,-1.939579093,0.941670331,-0.122762874,0.218436874
1778092890.722053,2.068641059,0.890646612,0.000000000,,,,,
1778092890.722073,,,,1778092890.721927404,-1.938657577,0.943690363,-0.122548721,0.219306592
1778092890.722865,2.061247460,0.888227459,0.000000000,,,,,
1778092890.722892,,,,1778092890.722820520,-1.937773684,0.945617065,-0.122342953,0.220136841
1778092890.723998,2.054161697,0.885899133,0.000000000,,,,,
1778092890.724013,,,,1778092890.723907709,-1.936717900,0.947905007,-0.122096664,0.221123563
1778092890.725069,2.045705463,0.883107020,0.000000000,,,,,
1778092890.725111,,,,1778092890.724909782,-1.935777138,0.949930967,-0.121876808,0.221998146
1778092890.726012,2.038177415,0.880610263,0.000000000,,,,,
1778092890.726034,,,,1778092890.725880146,-1.934904430,0.951799778,-0.121672517,0.222805580
1778092890.726980,2.031199707,0.878286643,0.000000000,,,,,
1778092890.727022,,,,1778092890.726867914,-1.933941123,0.953851113,-0.121446607,0.223692573
1778092890.727931,2.023503944,0.875712861,0.000000000,,,,,
1778092890.727952,,,,1778092890.727851152,-1.933014015,0.955813845,-0.121228809,0.224541986
1778092890.729062,2.016103620,0.873227572,0.000000000,,,,,
1778092890.729081,,,,1778092890.728947639,-1.931966224,0.958018870,-0.120982181,0.225497040
1778092890.729974,2.007747236,0.870408399,0.000000000,,,,,
1778092890.729990,,,,1778092890.729892254,-1.931013741,0.960010874,-0.120757596,0.226360624
1778092890.730925,2.000157630,0.867837202,0.000000000,,,,,
1778092890.730967,,,,1778092890.730818033,-1.930122511,0.961864150,-0.120547113,0.227164731
1778092890.731930,1.993061804,0.865424048,0.000000000,,,,,
1778092890.731972,,,,1778092890.731794834,-1.929208550,0.963754238,-0.120330906,0.227985442
1778092890.732882,1.985790639,0.862941717,0.000000000,,,,,
1778092890.732920,,,,1778092890.732775211,-1.928253134,0.965718845,-0.120104509,0.228839178
1778092890.733938,1.978195716,0.860338537,0.000000000,,,,,
1778092890.733979,,,,1778092890.733812332,-1.927237845,0.967794120,-0.119863492,0.229741738
1778092890.734936,1.970131555,0.857562994,0.000000000,,,,,
1778092890.734980,,,,1778092890.734793901,-1.926309836,0.969679589,-0.119642838,0.230562449
1778092890.735899,1.962766651,0.855018545,0.000000000,,,,,
1778092890.735924,,,,1778092890.735809565,-1.925343561,0.971631535,-0.119412701,0.231412754
1778092890.737010,1.955104088,0.852361019,0.000000000,,,,,
1778092890.737039,,,,1778092890.736849308,-1.924302634,0.973721579,-0.119164342,0.232323944
1778092890.737953,1.946856336,0.849488777,0.000000000,,,,,
1778092890.738028,,,,1778092890.737857580,-1.923384900,0.975553049,-0.118945036,0.233123085
1778092890.738958,1.939590535,0.846949476,0.000000000,,,,,
1778092890.738988,,,,1778092890.738817930,-1.922394099,0.977518993,-0.118707875,0.233981542
1778092890.739860,1.931752298,0.844199670,0.000000000,,,,,
1778092890.739876,,,,1778092890.739774704,-1.921432375,0.979415852,-0.118477306,0.234810493
1778092890.740898,1.924150041,0.841522953,0.000000000,,,,,
1778092890.740912,,,,1778092890.740821362,-1.920389752,0.981459911,-0.118226913,0.235704458
1778092890.741884,1.915914851,0.838612044,0.000000000,,,,,
1778092890.741901,,,,1778092890.741765976,-1.919484064,0.983224739,-0.118009084,0.236476938
1778092890.742915,1.908766749,0.836077072,0.000000000,,,,,
1778092890.742939,,,,1778092890.742801189,-1.918483855,0.985162658,-0.117768134,0.237325784
1778092890.743745,1.900878510,0.833269376,0.000000000,,,,,
1778092890.743881,,,,1778092890.743715763,-1.917555230,0.986951198,-0.117544096,0.238109809
1778092890.744950,1.893560310,0.830655993,0.000000000,,,,,
1778092890.745004,,,,1778092890.744746447,-1.916546799,0.988882192,-0.117300415,0.238956886
1778092890.745986,1.885619074,0.827809927,0.000000000,,,,,
1778092890.746009,,,,1778092890.745862722,-1.915456903,0.990956077,-0.117036599,0.239867347
1778092890.746935,1.877043159,0.824724626,0.000000000,,,,,
1778092890.746951,,,,1778092890.746839523,-1.914473762,0.992814831,-0.116798260,0.240684036
1778092890.747800,1.869313309,0.821934510,0.000000000,,,,,
1778092890.747816,,,,1778092890.747720718,-1.913576490,0.994501387,-0.116580438,0.241425612
1778092890.748896,1.862263561,0.819382299,0.000000000,,,,,
1778092890.748914,,,,1778092890.748790503,-1.912504741,0.996504268,-0.116319834,0.242306865
1778092890.749868,1.853849098,0.816324808,0.000000000,,,,,
1778092890.749912,,,,1778092890.749795914,-1.911508805,0.998353627,-0.116077302,0.243121213
1778092890.750880,1.846035802,0.813476636,0.000000000,,,,,
1778092890.750895,,,,1778092890.750778913,-1.910512740,1.000192046,-0.115834377,0.243931333
1778092890.751835,1.838227157,0.810620993,0.000000000,,,,,
1778092890.751850,,,,1778092890.751751900,-1.909546729,1.001964312,-0.115598445,0.244712867
1778092890.752865,1.830659489,0.807845025,0.000000000,,,,,
1778092890.752880,,,,1778092890.752779484,-1.908513453,1.003848636,-0.115345703,0.245544393
1778092890.753982,1.822570663,0.804868094,0.000000000,,,,,
1778092890.754086,,,,1778092890.753705978,-1.907590335,1.005521845,-0.115119603,0.246283301
1778092890.754904,1.815349204,0.802203045,0.000000000,,,,,
1778092890.754926,,,,1778092890.754781008,-1.906551840,1.007393241,-0.114864863,0.247110271
1778092890.755795,1.807230767,0.799197160,0.000000000,,,,,
1778092890.755821,,,,1778092890.755750179,-1.905539564,1.009205969,-0.114616197,0.247911900
1778092890.756804,1.799322962,0.796260432,0.000000000,,,,,
1778092890.756842,,,,1778092890.756670952,-1.904584989,1.010905029,-0.114381390,0.248663790
1778092890.757711,1.791870989,0.793485327,0.000000000,,,,,
1778092890.757814,,,,1778092890.757652760,-1.903606712,1.012636102,-0.114140423,0.249430352
1778092890.758820,1.784239040,0.790635013,0.000000000,,,,,
1778092890.758840,,,,1778092890.758704901,-1.902546530,1.014500681,-0.113878897,0.250256588
1778092890.759766,1.775973857,0.787538521,0.000000000,,,,,
1778092890.759781,,,,1778092890.759687662,-1.901541966,1.016256223,-0.113630751,0.251035066
1778092890.760700,1.768147717,0.784598362,0.000000000,,,,,
1778092890.760718,,,,1778092890.760628223,-1.900576474,1.017933281,-0.113391942,0.251779244
1778092890.761814,1.760630919,0.781766944,0.000000000,,,,,
1778092890.761836,,,,1778092890.761705637,-1.899530955,1.019738422,-0.113132976,0.252580775
1778092890.762765,1.752496513,0.778693788,0.000000000,,,,,
1778092890.762781,,,,1778092890.762702227,-1.898468687,1.021560752,-0.112869488,0.253390498
1778092890.763741,1.744237515,0.775564536,0.000000000,,,,,
1778092890.763757,,,,1778092890.763698578,-1.897477603,1.023250159,-0.112623336,0.254141683
